transaction_id,date,amount,currency,transaction_type,sender_account,receiver_account,transaction_status,transaction_category,payment_method,fees,notes
29b835d6-ef68-44df-8326-c7c0fdd8a407,2026-01-01,829.87,"('CZK', 'Czech koruna')",Transfer,1a7bfe31-b7ab-4847-8b77-d767b2a98c65,b1e44b2d-1b43-4916-8eca-c2a1c82dabba,Failed,Entertainment,Bank Transfer,3.16,Arm third require radio threat.
519eb2ff-61fe-4b51-a5ce-63eecdee694b,2026-02-08,820.46,"('UAH', 'Ukrainian hryvnia')",Deposit,3d869709-21f8-4761-a097-1a464fac5357,f95f6bd2-6bd1-420a-b289-8218f695c0e1,Cancelled,Entertainment,Credit Card,8.46,Age natural close subject.
681bfb05-76a1-4666-894b-f081ce80166c,2026-02-23,264.77,"('STD', 'São Tomé and Príncipe dobra')",Transfer,11836369-fa89-410b-b5b2-a2bc022472fc,,Failed,Other,PayPal,4.61,Picture but left share American animal.
97f04367-6720-4f0a-88d3-f0a4810be5c7,2026-01-30,217.86,"('BSD', 'Bahamian dollar')",Withdrawal,e9f57d9a-04ff-4435-9463-8a57953b0061,82222e63-eed4-4334-a698-c98c4a815db8,Cancelled,Health,Debit Card,1.58,Responsibility way so.
a1fb0e1e-ed52-4f92-95b6-bc4f4d14703b,2026-01-17,333.06,"('MZN', 'Mozambican metical')",Withdrawal,f73b000d-d95f-4753-972e-a297d9b838ef,49363cf9-794a-43be-8880-6c18d323e7ca,Cancelled,Other,Credit Card,9.14,Push admit color exist thousand light.
50724ce7-d51b-4d41-9728-195fce832c1e,2026-02-18,607.64,"('GHS', 'Ghanaian cedi')",Transfer,412a782a-b8e7-46a6-b67d-8f3752aff20d,,Completed,Bills,Cryptocurrency,8.2,Your question man edge might.
2d43f6f3-194a-4ba8-9293-344114af21da,2026-01-10,289.3,"('MZN', 'Mozambican metical')",Deposit,c535c26a-ad49-4b31-b835-5b202f409a3a,,Pending,Food & Drink,Cryptocurrency,4.78,Television meeting check.
1be596f6-5eee-4153-92fd-d66c8f8dc863,2026-02-14,577.28,"('RSD', 'Serbian dinar')",Transfer,ad853c02-6123-418c-9a41-cd37072607ab,0d5430a8-b7c5-4a3a-99c2-3a21ea50fc24,Cancelled,Food & Drink,Cryptocurrency,7.31,Section late bad least.
6135a8a2-f17e-4057-8c85-52d360bf59b3,2026-02-17,94.52,"('TND', 'Tunisian dinar')",Transfer,155f52a2-7d6a-4eee-befc-bd722e2e8bb5,cf2e4091-ef24-4d0b-9a47-956e1cbfffc8,Cancelled,Electronics,Cryptocurrency,1.16,Pick my strategy middle.
ef62489d-6ec2-48b9-82eb-4e5b0ceab618,2026-02-08,849.36,"('HUF', 'Hungarian forint')",Withdrawal,5ded4546-e882-4f6a-b234-606c18cb386c,21f4e1d7-c20c-442d-a016-6b78abdef933,Pending,Other,Cryptocurrency,0.8,Police meet build enjoy site.
dbe5391b-178c-473c-ae74-5bb62031e39f,2026-01-22,983.87,"('MKD', 'Macedonian denar')",Withdrawal,32859bb5-4cda-4975-adfd-70c94328d999,,Pending,Entertainment,Bank Transfer,1.01,Economy same debate.
fb888dc1-370b-4945-8602-a0684451cb3b,2026-02-06,584.82,"('HKD', 'Hong Kong dollar')",Transfer,71f10ac1-f0ce-44a1-ab21-1b030f2d5703,fbc1dd62-3f15-480a-aa54-8376df113f1c,Failed,Bills,Cryptocurrency,1.85,Subject hit tree short majority follow still.
64f42f84-df91-4bd5-b854-6dd3dad1ab0d,2026-02-27,527.07,"('AFN', 'Afghan afghani')",Transfer,89cc0d32-de13-4794-8cbd-ea1e32a93e29,,Cancelled,Food & Drink,Cryptocurrency,3.56,Exactly idea already room read remember.
cdf17e17-9c79-4308-9fe2-1f056da55cac,2026-01-11,166.48,"('NZD', 'New Zealand dollar')",Transfer,37b14aa1-e931-46f1-910c-cd6e3b05a17e,3ea514b1-e291-4a23-b46d-5ea55466546c,Pending,Travel,Cryptocurrency,7.8,Field edge condition his feeling sometimes.
585d6730-83d7-4420-ab9e-604b131e7852,2026-01-09,267.13,"('KWD', 'Kuwaiti dinar')",Withdrawal,ef6985ae-6222-4a92-882f-b7b5730eabd2,,Failed,Other,Credit Card,8.51,Pay bad do top lose.
11cab6a6-f4a9-4a13-8e13-29a80c6d3ccf,2026-02-17,870.12,"('DJF', 'Djiboutian franc')",Withdrawal,33a2ad85-8816-434d-97aa-111de145246d,,Pending,Food & Drink,Cryptocurrency,3.35,Art share book everybody.
e0f58994-4e61-4452-8e4c-e18266a92309,2026-01-22,587.85,"('COP', 'Colombian peso')",Transfer,92c0c7b7-0f86-4083-8535-48d0c32142d0,,Pending,Bills,Credit Card,8.4,Whose think stand few.
9173b75c-c696-4210-b738-3f558ec05556,2026-01-09,247.01,"('BHD', 'Bahraini dinar')",Deposit,030c8a24-36f4-4e39-904f-c35cdacc0a00,,Pending,Travel,PayPal,8.34,Hold pick peace population.
91bca579-9304-4eb5-a3cb-bfb24667dc6e,2026-01-12,801.48,"('SDG', 'Sudanese pound')",Withdrawal,fb57e4d5-28d0-4e55-93df-906c0f7e31bb,8585980c-39de-4052-ab91-1e22325be6ef,Failed,Health,PayPal,3.69,Investment market prove.
279a7648-2b1a-4b72-a8bf-31442053670a,2026-02-08,854.53,"('NIO', 'Nicaraguan córdoba')",Deposit,ff62d6e4-cb22-46ed-b424-63567ff3090f,,Completed,Travel,Bank Transfer,4.32,Call Mrs level they feeling late.
4d48255e-6e42-4f8e-bb59-ed51e258d3f3,2026-02-08,943.51,"('BDT', 'Bangladeshi taka')",Transfer,ce5a3477-b4d8-4f8a-b9f2-d63a4bdf84ea,,Completed,Bills,Bank Transfer,5.24,Interest front form.
90172554-0cc8-4bf8-ad3b-30bf52cf55cf,2026-03-02,747.39,"('GIP', 'Gibraltar pound')",Withdrawal,9b865f32-b0de-407a-b8e7-d9fde00b2a31,,Pending,Other,Debit Card,9.54,Evidence thus mouth.
4ae2ebcc-c21c-4b6e-9243-6d5117df50da,2026-01-23,501.28,"('CUC', 'Cuban convertible peso')",Transfer,51f060c4-3b42-4d03-a1eb-cb8adb508f71,f5e37c81-c5f3-45fb-a4e8-d7dac390a1b8,Failed,Other,PayPal,6.81,Morning create education.
6f10a76a-aa9a-420d-ac51-54486eb24980,2026-03-04,196.05,"('MAD', 'Moroccan dirham')",Withdrawal,2e16fc94-0ce4-426e-9d9c-2a8e8ad20a91,5dc5d1a5-d64a-4f62-9f84-175a647b497b,Failed,Electronics,Bank Transfer,7.44,Other draw opportunity certainly.
f8470e48-050d-4a8f-9e70-e921615e1634,2026-01-01,372.01,"('SHP', 'Saint Helena pound')",Transfer,64b064a6-6048-468e-aac0-ec6179205e5e,c3ad79a4-c42f-4b9d-8fe8-fd7cda98450f,Pending,Travel,Cryptocurrency,2.02,Civil choose begin foot attorney citizen.
c6de86cc-2c72-4982-a4df-7a58b73ff6e9,2026-01-07,748.21,"('SCR', 'Seychellois rupee')",Deposit,4060dc38-01f6-49db-9095-61b3039bf695,ae71e1c9-6761-4e89-b0f7-1aeefe5d06fb,Cancelled,Food & Drink,Bank Transfer,7.82,Last effect hair.
a3bbfcb0-7f2e-4152-a2d6-be25ae2d4aa9,2026-02-20,47.84,"('HRK', 'Croatian kuna')",Deposit,8af7adee-5e93-4855-885f-1585a1bfd438,63c30246-4cdf-4f4c-be6e-baf942718287,Failed,Travel,Cryptocurrency,0.69,First allow reason.
187f513c-749b-4343-a3c5-9d3c0b34b3e6,2026-02-02,302.95,"('BBD', 'Barbadian dollar')",Withdrawal,d6005aef-85f9-462b-98c8-8fed526090b1,,Pending,Bills,Credit Card,2.47,Area laugh plant paper quickly.
33ad7438-96ad-4d70-9e95-63471ed20747,2026-01-31,30.11,"('SLL', 'Sierra Leonean leone')",Deposit,35617022-6e5d-4871-b68a-98180539ed9a,c037da55-882d-4e5c-9e9c-c9af8c1e8a65,Failed,Bills,Cryptocurrency,8.24,Modern still nor.
783f71b9-afe5-4104-a8b3-dd01308c448a,2026-02-17,679.14,"('ZAR', 'South African rand')",Withdrawal,53dc58fb-65a1-4126-89f5-e12224a75ea9,17640eca-7dad-4cc5-a710-aff45c6dd75b,Completed,Travel,Credit Card,3.05,Moment concern TV whose meeting skill.
d8b237fa-ec25-440c-b3fb-cc9c480fd5b0,2026-01-05,894.9,"('TRY', 'Turkish lira')",Withdrawal,a5379a21-b417-471d-a78e-672690e32d63,19f8e023-0cab-43a7-9a8c-87b9f733d7bb,Failed,Health,Bank Transfer,7.07,Fill treat force theory.
4c9d3514-f97c-49b9-b589-878dda1c1611,2026-02-23,62.47,"('SPL', 'Seborga luigino')",Withdrawal,16eb1011-2be2-449b-8cfb-b21ae846bb1b,bca1bd78-357f-4c82-90d3-1ae2fa6963d6,Failed,Other,Credit Card,4.75,Threat even relationship actually always.
dfe43758-e5a1-475c-88f4-984b623e7dfd,2026-01-10,323.34,"('XOF', 'West African CFA franc')",Deposit,29baed6a-3ca1-4ce6-9896-94240d003564,,Completed,Bills,Cryptocurrency,4.47,Travel he professional practice.
4fd4e05e-17b7-4787-bad5-e911d3fb6bbe,2026-01-01,827.43,"('ZWD', 'Zimbabwean dollar')",Withdrawal,a1a0c1d5-8bec-4b72-bc25-79273c7c285c,d1db2f53-8459-4bda-8080-c27ef19d3781,Failed,Food & Drink,Credit Card,6.47,City I wind down activity.
8cee919a-c192-4f95-b52d-13bb4ad1b166,2026-01-22,786.58,"('CVE', 'Cape Verdean escudo')",Transfer,e722ffcb-e56d-47f3-81d6-18ceddce7fa8,,Cancelled,Electronics,Cryptocurrency,3.15,This strategy even close.
e58c0d55-d5d7-4a09-a543-f804c288a6c3,2026-01-21,227.39,"('MRO', 'Mauritanian ouguiya')",Withdrawal,7490286f-3420-47d5-bea7-53280f025b9c,6892f4b3-6ed1-4d74-88df-6bc805c211a1,Failed,Electronics,Cryptocurrency,8.04,Nearly as fine establish.
c9f566bb-2f5f-4c63-b22b-a799c3166627,2026-01-08,406.87,"('MAD', 'Moroccan dirham')",Withdrawal,d634d837-f678-457a-94e4-ce84ae0f2120,06c8a1ba-69d2-488c-a981-281a34257fd3,Failed,Health,PayPal,4.81,Along character behind.
837dbb09-b2e7-473d-88b3-7f77b06580de,2026-03-07,488.75,"('JPY', 'Japanese yen')",Withdrawal,86e87b1c-2d03-46c1-95ee-958ebfa1fe26,,Pending,Food & Drink,Credit Card,5.2,Where under available from.
23dd4d46-f291-4e4d-870c-037cb7ed27d7,2026-01-01,33.72,"('NGN', 'Nigerian naira')",Deposit,15d9b5e0-ccc1-49ee-9a01-24d8831022c7,,Pending,Other,Bank Transfer,1.95,Foreign exist glass office.
1426f3d0-b99f-47ba-91b7-b9a19a8420da,2026-01-04,604.38,"('HUF', 'Hungarian forint')",Withdrawal,08ccb738-fc29-4540-81fd-252b51734077,ac5eeea3-125d-4c72-a984-7e240e8d9c1d,Failed,Travel,Cryptocurrency,8.82,Show tax that study talk.
43869015-cc08-45c2-8efb-137b307222f2,2026-03-06,454.62,"('CHF', 'Swiss franc')",Deposit,a749c13e-0367-4d18-909b-1d52d027c64b,cd50be3d-8368-4856-b7d4-f57d495a0897,Completed,Travel,Credit Card,5.97,Now very matter TV scene.
9ebf5ee7-22a2-4d4f-8afb-fa803c9b03d2,2026-01-20,612.82,"('HTG', 'Haitian gourde')",Deposit,30da6284-bb06-46ee-bac0-659caea472ab,9a8d7375-e57a-466c-a9b4-f7a876ac3662,Pending,Travel,Bank Transfer,5.87,Late after kind certainly animal hit.
da559ae6-b7eb-442a-9ce2-99a1fc10ffa9,2026-01-25,686.75,"('MKD', 'Macedonian denar')",Deposit,e53c5aff-2fc3-40b7-baf9-7e2978d87086,88146a5c-f89e-41d9-8289-206e1df74551,Completed,Travel,Debit Card,2.14,Husband among yard financial meet media.
6bf9fec0-3b7e-491d-b2c3-c6ee174a048c,2026-02-15,302.65,"('XAF', 'Central African CFA franc')",Transfer,e60857f7-db3c-4a87-9e76-e35744f0bc0e,,Pending,Travel,Cryptocurrency,7.22,Later national different tell land end.
995ce5c6-4766-45e7-b06f-a6ddf8764681,2026-02-05,910.3,"('CRC', 'Costa Rican colón')",Transfer,e199efc0-26f0-49a3-9693-1387b981f432,0a4850b3-4df0-4282-9128-662c9ba72a5d,Completed,Other,Bank Transfer,2.64,Until if hand somebody gun.
147aa26f-1d4b-437b-9da9-3bbba393dd0b,2026-02-18,27.54,"('RON', 'Romanian leu')",Transfer,fd30b67b-6c05-4965-9dde-5c562f21e825,,Pending,Health,PayPal,3.95,Each dark six close.
e9c98244-929e-438e-bbb8-6036432a0c53,2026-01-09,81.82,"('MKD', 'Macedonian denar')",Deposit,54534e38-0901-4f31-a526-b8b8f453ce6b,31f81641-ef59-456f-bea9-cf4b72bd0675,Pending,Other,Debit Card,8.25,Wind decade hope answer feel.
b2c1aeb9-9c64-42af-8229-3589efd3fbfb,2026-02-23,826.12,"('STD', 'São Tomé and Príncipe dobra')",Deposit,1e474108-29dc-416b-aefe-d57104383ba1,135dd805-08df-4e96-88c2-c8b4d8aad5cb,Failed,Travel,Debit Card,4.57,Heavy field all human effect idea.
066543fd-8493-400a-8bfe-06bc68a14738,2026-02-25,495.37,"('BAM', 'Bosnia and Herzegovina convertible mark')",Deposit,8f9549fc-761f-4598-92ce-1da726164f9b,3c94721f-eba4-499a-a6e8-c77ebeb1ec4f,Completed,Other,Credit Card,6.67,Throughout to career week.
b8b9968e-4d84-4e06-aa5e-da46c2bfb75c,2026-01-16,308.84,"('KYD', 'Cayman Islands dollar')",Deposit,630c67f4-3a5d-47d5-b700-706c0db88e10,,Cancelled,Bills,Debit Card,7.77,Argue central reduce they end computer.
56ca3082-0202-4ff5-b7ba-3a68acbdd974,2026-01-07,667.89,"('IMP', 'Manx pound')",Withdrawal,4fca651b-c893-45b1-9aa9-74bbecea2518,3519137d-e5f9-40ba-bd90-e5749e483717,Cancelled,Travel,Cryptocurrency,4.5,Example sport name.
26183588-78c9-454e-83d9-d5eebc72f7e0,2026-02-24,270.56,"('AOA', 'Angolan kwanza')",Transfer,55ba6918-666f-4082-abfa-c5609815f3e4,154d3e56-7c15-4748-b281-aae6b964be47,Completed,Other,Credit Card,4.06,Treatment use professional.
945fecdd-95d1-4518-8bd2-c7e5057e1cc9,2026-02-12,502.34,"('MYR', 'Malaysian ringgit')",Transfer,57a7cb2e-19ee-4074-bb70-c024300c7de8,ea0d07f4-8ca5-4e6b-96ef-77ec0fbc99a6,Failed,Other,Debit Card,5.12,Relate the ok worker.
940e0151-d507-40bb-a1ba-29c24d094f0f,2026-01-19,661.12,"('HRK', 'Croatian kuna')",Deposit,b1522ecc-9652-402f-94df-aa2476985289,d0194b42-c869-4857-9381-121460e53369,Failed,Bills,Bank Transfer,3.0,Successful fish society much.
bc0e7620-eebc-42d9-85ed-b89b530907b3,2026-01-25,464.34,"('NAD', 'Namibian dollar')",Transfer,8391fafb-a11e-48ca-8bda-9412e15a0fa8,,Completed,Bills,Credit Card,0.67,Stuff yeah interview.
8297a94e-1022-4728-80f9-a3bebcb65147,2026-01-02,455.57,"('UZS', 'Uzbekistani soʻm')",Deposit,0139481b-b3a4-4b64-a6fc-1126cee1710a,012f8609-c89b-4271-93af-4274d1b0842b,Completed,Entertainment,Cryptocurrency,5.08,Religious attorney daughter.
8061d285-c984-4b75-aa37-a0d5b7ed85dc,2026-01-20,872.8,"('SYP', 'Syrian pound')",Deposit,3f9a1f01-8a4d-40c7-9a3f-37cebb16e6bf,,Cancelled,Other,Bank Transfer,6.75,There executive floor effort.
a9881aeb-3576-4e73-9603-de2fe05dd588,2026-01-14,468.11,"('ARS', 'Argentine peso')",Transfer,e5fac57a-2928-457d-b8e7-09169e9ad97d,,Failed,Entertainment,PayPal,2.8,Raise several cut.
e4a47845-dbef-48cd-85a3-4e4a78a215be,2026-02-23,872.17,"('RON', 'Romanian leu')",Deposit,21fdbf4c-a202-4d7c-af84-3fef34d00a53,841e45f9-bd28-4b32-b9a7-9be2730fec5d,Pending,Food & Drink,Bank Transfer,6.94,Company investment major particular.
eb9e285d-7a2c-49ca-81db-b8bb56e9698d,2026-02-07,955.98,"('IDR', 'Indonesian rupiah')",Withdrawal,b747e5bd-f1cc-43d0-b08c-62128fc3407e,15fe883e-841e-4533-ba89-631776fdb6ca,Failed,Entertainment,Cryptocurrency,2.17,Maybe happy those whatever.
7e2d4835-b60c-4d14-b2ef-a2ea4f29c41b,2026-01-31,603.6,"('GHS', 'Ghanaian cedi')",Deposit,086bae00-51fd-4c50-a15f-a73bd4990821,9f793cb1-b8d5-466a-b5c7-572d64f7335b,Pending,Entertainment,Debit Card,6.7,Box member talk business painting responsibility.
465b7a1a-9617-47db-b67a-05aaa6e6d8cc,2026-01-17,698.78,"('ZAR', 'South African rand')",Withdrawal,956272b8-4421-474a-83b9-fd53588e2aaa,,Pending,Food & Drink,Cryptocurrency,7.95,Law worker four energy never.
18908ae5-7c0a-4380-82ca-319d6c1b183c,2026-02-14,32.95,"('STD', 'São Tomé and Príncipe dobra')",Transfer,db062978-aae0-4979-9707-736337095829,,Failed,Entertainment,Debit Card,1.52,There base tend.
3c226a6e-1bce-4565-93f0-1c8d8b3ad2f8,2026-02-27,777.37,"('NZD', 'New Zealand dollar')",Withdrawal,2a18adc0-d320-4d55-b834-d04f4541d781,23fd4707-0c5c-4782-a809-017b0a6218f3,Pending,Entertainment,Credit Card,1.47,Never purpose group sea agree.
c9addbe6-d3ee-44b5-a3b6-cb298143914c,2026-02-13,919.46,"('XDR', 'Special drawing rights')",Withdrawal,d3a6091e-0b1e-470b-855d-e89f7cad2432,,Completed,Entertainment,PayPal,6.45,Ball cover old cell remember.
57e8e1cf-bdba-4bed-8a3f-bc05fd98180e,2026-01-16,225.68,"('MXN', 'Mexican peso')",Withdrawal,217a75a2-6a1b-4b89-b133-083a6ee4b74c,,Completed,Bills,PayPal,4.17,Watch girl nation become.
eac8048e-ba6a-4f77-9016-479560832c14,2026-01-22,138.61,"('PYG', 'Paraguayan guarani')",Transfer,d65242c6-77db-4779-8b68-fb431516b1e9,,Pending,Other,Debit Card,0.89,Career southern account.
494a5ba8-eb19-4dad-a5f3-8979b8845d5b,2026-03-06,954.31,"('CUC', 'Cuban convertible peso')",Transfer,265bc5b8-74b9-40ea-ac79-5528ff798ce0,,Pending,Travel,Cryptocurrency,3.55,Trade official step.
750c0dfe-4cf0-4a06-b61b-8eefe676bb84,2026-03-01,52.86,"('SLL', 'Sierra Leonean leone')",Withdrawal,a7525afd-4b7b-44d8-b313-1413b7bd331a,,Pending,Other,Bank Transfer,5.45,Future it occur join.
23ee6ac9-ccbe-485f-8ea5-51414141bc18,2026-02-02,190.21,"('GGP', 'Guernsey pound')",Deposit,663fb385-bbdc-4f22-a395-70830de252cc,,Completed,Entertainment,Credit Card,6.1,Not around yes accept but.
